mol.smiles,energy,full_id,mol_id,act_mol,act_conf,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,dipoleX,dipoleY,dipoleZ,E,E_ang,E_ele,E_nb,E_oop,E_rele,E_rnb,E_rsol,E_rvdw,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,npr1,npr2,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,PM6_dipole,PM6_E,PM6_Eele,PM6_HF,PM6_HOMO,PM6_IP,PM6_LUMO,PM7_dipole,PM7_E,PM7_Eele,PM7_HF,PM7_HOMO,PM7_IP,PM7_LUMO,pmi,pmi1,pmi2,pmi3,pmiX,pmiY,pmiZ,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
S=C1N(C2CC2)C(=O)/C(=C\Nc2ccc(C(O)=O)cc2)/C(=O)N1,-34.34,MOL00006116_19,MOL00006116,1,0,,,,,,,,528.60309,0,0,528.60309,0,0,0,0,0,1.1781509,0,0,0,0,-11.143493,10.173494,-60.885677,-48.453693,0.10337991,0,0,0,0,-20.507973,0,8.4780045,15.200524,18.555323,12.431981,0,0,1,0,0,0,0.0071147801,,,,,,,,0.10690845,0.90427691,,,,,,,,,,,,,,,,,,,,,,6477.5366,688.65198,5824.9097,6441.5112,5660.9878,503.8945,312.65411,4.5115118,4.0788288,1.4433485,0.34404576,270.125,300.64954,3.6538441,0.078056611,2.8422341,2.3773744,1.6831759,0.80053085,0.43336445,0.20878896,0.090160623,0.034521412,720,424.125,310.75,249.375,205.125,157.875,110.875,74.875,6.0827627,0.5,6.1032777,0.5,0.5,1,-2.62061,-2.6049409,-2.5913916,-7.5094185,-7.4115462,-7.3514357,1.3267003,419.125,558.125,421.25,175,77.125,34.5,13.25,4.25,0.24818987,0.13834587,1.0151111,0.94200653,1.1841974,1.4781076,1.7484667,1.522742,0.56028903,0.35830224,1.0610415,1.9329762,2.3119268,2.5897017,2.4916768,2.4402816,2.5663755,2.5070577,1.3518751,482.66293,652.5,1316,835.75,449.375,175,77.125,34.5,13.25,4.25,896.875,277.625,28.125,0,0,0,0,0
Clc1cnc(-c2[nH]nc(NC(=O)c3c([N+](=O)[O-])cc4OCOc4c3C)n2)cc1,-5.6599998,MOL00005210_1,MOL00005210,1,0,,,,,,,,583.68158,0,0,583.68158,0,0,0,0,0,1.2894354,0,0,0,0,55.465511,51.045845,-27.100832,-16.792044,0.31739151,0,0,0,0,-8.0316248,0,10.137921,16.440907,10.756399,10.308788,0,0,1,0,0,0,0.035942949,,,,,,,,0.10967249,0.95233601,,,,,,,,,,,,,,,,,,,,,,9502.7666,1010.8513,8777.6807,9217,8231.7803,757.63342,513.35223,4.9256902,4.3567829,1.3408959,0.82598615,303.75,341.11325,1.9556601,0.058714014,2.7629125,2.2829683,1.6269267,0.87097651,0.46466127,0.2701982,0.15372342,0.077225,828.25,468.375,338.375,277.375,231.625,185.375,116.375,68.75,6.5764732,6.4420495,0.86602539,0.70710677,7.7136245,7.6811457,-2.7369339,-2.6326444,-2.6141353,-9.3034506,-9.0239811,-8.9913254,1.3545594,374.75,532.625,475,230.125,102.125,53.125,27.625,11.375,0.30181012,0.19152771,1.3188359,1.2560822,1.3245671,1.6628537,2.0978339,2.5099995,1.722327,0.95376968,0.30429643,0.90603656,1.240474,1.1636989,1.6236168,2.1468637,2.284323,2.5660403,1.3913627,544.16077,757.125,1470.25,938.375,544.375,230.125,102.125,53.125,27.625,11.375,1095.5,405.75,69.375,0,0,0,0,0
[Si](OC)(OC)(OC)CCCNC(=O)c1[nH]c2ncccc2c1,-80.769997,MOL00006059_1,MOL00006059,1,0,,,,,,,,534.43707,0,0,534.43707,0,0,0,0,0,1.0708804,0,0,0,0,3.0042944,41.058189,-54.09071,-48.906059,0.0058030495,0,0,0,0,2.4885197,0,6.557291,11.013479,4.2890711,5.1846514,0,0,1,0,0,0,0.059490681,,,,,,,,0.22169326,0.87154263,,,,,,,,,,,,,,,,,,,,,,4323.4248,915.78223,3600.2144,4130.853,3372.7031,358.79822,591.92346,3.7820432,3.3774259,1.5700774,0.82377821,282.25,325.3811,6.2674069,0.17774764,2.4525499,1.5108213,0.82810241,0.36999816,0.2165028,0.12450039,0.075425774,0.038798481,726.25,438.375,355.625,320,271,174.375,85.25,42.625,0.70710677,0.86602539,0.5,0.5,0.70710677,0.5,-2.6850338,-2.5581892,-2.5575459,-8.6400995,-8.3746405,-7.9903469,1.3101063,268.25,287.125,216.375,91.875,47.25,23.375,12,5,0.13286467,0.073046878,0.8188619,0.78607029,0.98489404,1.2085032,1.3250462,1.2251468,0.85773605,2.0837543,1.7419676,3.1993761,4.334167,5.2254577,5.4843831,5.8691406,5.9298682,5.8065958,1.3911908,492.20425,684.75,964.625,468.5,231.75,91.875,47.25,23.375,12,5,696.375,181.375,15.375,0,0,0,0,0
O(C)C(=O)C1=CN(NC(=O)c2n[nH]c(CC(C)C)c2)C=C2C(=O)NN=C12,70.620003,MOL00006128_1,MOL00006128,1,0,,,,,,,,588.37024,0,0,588.37024,0,0,0,0,0,1.1508296,0,0,0,0,84.804924,67.635704,-4.1797686,2.1896217,0.012636453,0,0,0,0,-26.803654,0,11.389747,20.541803,3.5772157,6.3693905,0,0,1,0,0,0,0.020188658,,,,,,,,0.15345694,0.88498622,,,,,,,,,,,,,,,,,,,,,,7262.6099,1093.4795,6306.0962,7125.6436,6080.4321,982.16541,200.01228,4.6203008,4.3170424,1.6242366,0.61339468,295.625,337.8826,3.4952152,0.043790922,2.7349622,2.0864534,1.6746471,0.98867238,0.5533098,0.25642794,0.086802125,0.036734782,614.625,375.25,290.125,243.375,201.375,121.625,79.875,56.125,8.9162769,8.4409714,0.5,0.5,0.5,1,-2.345896,-2.3334951,-2.330147,-9.2953997,-9.2497778,-8.9869747,1.3737265,494.25,621.125,529.25,248.25,111.875,43.25,14.25,6,0.38560966,0.1777093,1.1618326,1.082997,1.5281019,2.073936,2.3318982,1.1524593,0.41919175,0.96369982,0.68658131,1.4187495,1.5319279,1.717406,2.0725844,2.516403,2.7622156,3.3392277,1.3538169,537.36957,727.5,1386.375,933.5,572,248.25,111.875,43.25,14.25,6,892.125,312.375,42.75,0,0,0,0,0
O=C(Nc1n[nH]c2ccccc12)c1[nH]c2c(OC)c(OC)c(OC)cc2c1,32.02,MOL00005686_1,MOL00005686,1,0,,,,,,,,603.60504,0,0,603.60504,0,0,0,0,0,1.1183717,0,0,0,0,81.501396,74.031784,-21.649496,-11.17804,0.1088315,0,0,0,0,-13.666712,0,6.9622293,12.430203,11.576587,10.471457,0,0,1,0,0,0,0.0061742039,,,,,,,,0.12124977,0.88898963,,,,,,,,,,,,,,,,,,,,,,7685.6528,927.13702,6797.6636,7646.5049,6738.3979,516.71033,430.5444,4.6979179,4.4170461,1.5782998,0.34707424,311.375,346.03912,4.0503311,0.095435567,2.6741738,1.8784041,1.372624,0.64719987,0.34046078,0.17151694,0.08365272,0.047793701,808,470.375,365,306.5,250.125,157.75,93,65.5,6.5,6.5192022,0.5,0.5,0.5,1,-2.4351776,-2.4318817,-2.4156713,-8.8592701,-8.7221661,-8.2808065,1.3502728,326,431.875,372.625,159.375,71.875,32.5,15.625,7.625,0.1969178,0.10603589,1.3983448,1.1121489,1.1748221,1.4053129,1.647519,2.726975,1.3780142,1.1287686,0.83669829,1.3514332,1.9402962,2.697144,3.1089246,3.7365947,4.1641693,4.5199771,1.3880557,536.45184,744.625,1261.125,734.875,415,159.375,71.875,32.5,15.625,7.625,935.125,303,42.375,0,0,0,0,0
O(C)CCN1C(=O)c2ccccc2C(C(=O)Nc2nc(CC(C)C)[nH]n2)=C1,-0.23999999,MOL00006091_1,MOL00006091,1,0,,,,,,,,625.40485,0,0,625.40485,0,0,0,0,0,1.0604625,0,0,0,0,35.224072,35.032078,-27.851694,-20.644094,0.095315047,0,0,0,0,-20.635084,0,10.778916,14.58602,9.9618587,7.2075996,0,0,1,0,0,0,0.055611961,,,,,,,,0.24045169,0.8545112,,,,,,,,,,,,,,,,,,,,,,6413.2969,1472.1865,5231.8198,6122.5874,4861.749,438.42993,1113.1179,4.3037934,3.8048112,1.8673934,0.89725775,326.5,364.91992,1.1907669,0.068781286,2.5042474,1.735464,1.2914712,0.75827545,0.42658332,0.20726398,0.095815569,0.046122789,693,419,336.625,295.375,241.625,140.75,69,43.125,0.70710677,0.5,0.5,0.5,1,0.5,-2.7790723,-2.7648389,-2.7287297,-8.8198509,-8.7466869,-8.3363743,1.3870966,388.875,497.875,412.25,205.25,92.75,40.125,17,7.5,0.27552915,0.13584426,0.8054415,0.82420111,0.97842586,1.2166791,1.5238507,1.6388079,1.1289997,0.89279979,0.23517451,0.68052882,0.72102016,0.83856857,1.0695573,1.2626314,1.4826587,1.4412742,1.3707324,567.12384,777.375,1265.375,771.75,461,205.25,92.75,40.125,17,7.5,876.5,273.875,48.75,0,0,0,0,0
Fc1ccc2[nH]c(C(=O)NCC3CCC(c4onc(C)n4)CC3)cc2c1,-18.73,MOL00005994_1,MOL00005994,1,0,,,,,,,,589.50159,0,0,589.50159,0,0,0,0,0,1.0968769,0,0,0,0,61.89521,56.20171,-22.200857,-16.462521,0.001273146,0,0,0,0,-9.8245049,0,14.232642,16.701321,7.9221039,5.7383366,0,0,1,0,0,0,0.037123494,,,,,,,,0.14626648,0.91865695,,,,,,,,,,,,,,,,,,,,,,8219.4561,1164.4315,7313.4536,7961.0278,7049.2021,856.8382,313.41617,4.9516296,4.5404258,1.5883325,0.87482458,305.625,337.75769,2.3039846,0.093604997,2.797179,2.2969787,1.4838284,0.62602496,0.29659286,0.14148407,0.042063117,0.023410762,757.875,443.125,324.75,264.375,215.5,156.75,92.875,54.75,0.5,0.70710677,0.5,0.5,0.5,0.70710677,-2.8255115,-2.7468355,-2.6090364,-8.5366592,-8.3348932,-8.2511444,1.3492699,405.875,561.875,403.875,144.75,57.625,22.75,7.75,3.25,0.17744419,0.086052008,0.40955237,0.3153168,0.22425067,0.28099275,0.39437169,0.61988825,0.66526669,0.59924012,0.46146101,0.53225535,0.88225347,1.7604589,2.1906259,2.498168,4.8795748,5.328618,1.3788295,528.16541,728.25,1353,837.375,419.5,144.75,57.625,22.75,7.75,3.25,947.125,275.5,15.625,0,0,0,0,0
S(=O)(=O)(NCCCNC(=O)CC=1C(=O)NC(C)=NC=1C)c1ccc(C)cc1,-121.25,MOL00006079_1,MOL00006079,1,0,,,,,,,,582.42627,0,0,582.42627,0,0,0,0,0,1.1030715,0,0,0,0,-21.478649,11.565403,-61.505405,-52.356064,0.27263132,0,0,0,0,-14.447114,0,5.2144814,17.470263,13.824902,9.1493397,0,0,1,0,0,0,0.094561718,,,,,,,,0.29258624,0.87233472,,,,,,,,,,,,,,,,,,,,,,5450.0835,1473.1433,4392.1206,5034.9028,3241.4631,1081.4248,1127.1957,3.8468726,3.4150679,1.7014779,1.0501637,333.875,373.83856,2.4054139,0.058494661,2.6273034,1.9993845,1.3890284,0.81241554,0.45948091,0.20802359,0.080584534,0.029033197,678.375,383.375,285.125,238.625,194.5,122.5,63.625,32.125,0.5,1.118034,0.70710677,0.5,0.86602539,1.2247449,-2.4470916,-2.4270544,-2.3875299,-8.0503273,-7.8255653,-7.573483,1.3169259,334,473.375,402.25,196.5,88.125,33.625,12.5,4.375,0.30907497,0.14091147,1.2559432,1.2347142,1.3905326,1.8301622,2.1807103,2.0466683,1.5844355,1.9809093,0.41911507,1.270067,1.3297575,1.2898546,1.0308682,0.91219079,0.87950271,1.9569563,1.43411,531.25281,761.875,1232.5,771.875,443,197.375,88.125,33.625,12.5,4.375,898.5,298.5,40.75,0.875,0,0,0,0
Clc1c(C(=O)Nc2ccc(S(=O)(=O)NC34CC5CC(C3)CC(C4)C5)cc2)n[nH]c1,8.96,MOL00006082_1,MOL00006082,1,0,,,,,,,,615.7995,0,0,615.7995,0,0,0,0,0,1.1832299,0,0,0,0,97.881783,52.568687,-0.74166256,12.2093,0.0006241955,0,0,0,0,-0.8069784,0,7.1351933,12.343579,25.967974,12.950963,0,0,1,0,0,0,0.060563996,,,,,,,,0.17372389,0.93913543,,,,,,,,,,,,,,,,,,,,,,9502.4854,1562.63,8447.4346,8994.9053,7654.9004,1293.2501,554.33466,4.803905,4.2885909,1.558473,1.0554117,348,366.79797,2.1007314,0.092596523,2.6940596,2.0805647,1.4483352,0.7206825,0.33793944,0.1368207,0.05956414,0.029080363,895,493.125,362,302.125,251.5,198,99.875,53.25,0.5,1,0.5,0.5,0.70710677,1.118034,-2.6863389,-2.6513031,-2.543175,-9.1715565,-9.004981,-8.889473,1.342582,317.75,455.625,415,177.25,69,26.125,10.5,5,0.19060774,0.086470835,0.73162377,0.97869211,1.0164577,1.2032139,1.432454,1.5888029,2.6476641,3.7361681,0.89529312,1.5026003,1.6004548,1.5112867,1.7140895,2.0746925,2.909328,4.3603959,1.430607,560.16437,801.375,1402.375,820.25,467.25,177.25,69,26.125,10.5,5,1084.625,364.625,52.25,0,0,0,0,0
S(C)c1[nH]nc(NC(=O)c2sc3ncnc(N4CCC(Cc5ccccc5)CC4)c3c2)n1,-71.18,MOL00005457_1,MOL00005457,1,0,,,,,,,,712.42029,0,0,712.42029,0,0,0,0,0,1.1232548,0,0,0,0,24.543587,57.716312,-73.41111,-58.775368,0.014875749,0,0,0,0,-29.063108,0,13.395811,21.37673,12.191952,14.635745,0,0,1,0,0,0,0.01631223,,,,,,,,0.19626187,0.82667977,,,,,,,,,,,,,,,,,,,,,,13767.337,2671.3606,11252.107,13611.205,10976.395,1909.762,881.18048,5.578361,4.9450045,2.2875674,0.63157272,393.875,425.29282,3.7072785,0.07723505,2.696547,2.0313241,1.3109429,0.63374734,0.37591487,0.18567637,0.065868512,0.025842443,1075.5,625.375,466.25,392.875,340,271,158.75,97.5,0.5,0.70710677,0.5,0.5,0.70710677,0.5,-2.5365906,-2.5279756,-2.5269871,-7.9434733,-7.6181455,-7.5570621,1.4155263,412.875,534.5,448,199.375,92,37.375,12.375,4.625,0.19731903,0.095132038,1.2226092,0.9409591,1.1570778,1.6475728,2.0243485,2.475013,0.62594646,0.82514071,0.3172453,1.6888494,2.5214074,2.684731,2.6124234,2.5542738,2.8963597,3.2134233,1.4228374,649.40662,924,1661.625,956.25,512.5,199.375,92,37.375,12.375,4.625,1248.75,421.75,64.5,0,0,0,0,0
S(=O)(=O)(N1CCN(C)CC1)c1ccc(NC(=O)c2n[nH]c3CC[C@@H](C)Cc23)cc1,71.050003,MOL00005654_1,MOL00005654,1,0,,,,,,,,642.67285,0,0,642.67285,0,0,0,0,0,1.0998746,0,0,0,0,98.789062,41.647064,25.140059,34.685909,0.026795633,0,0,0,0,-6.7333927,0,8.2010489,11.387257,14.228241,9.5458536,0,0,1,0,0,0,0.048407655,,,,,,,,0.10986028,0.98047298,,,,,,,,,,,,,,,,,,,,,,10707.582,1125.5028,10044.805,10244.856,9567.6885,675.87695,464.01617,5.2376494,5.0290694,1.2670562,1.1064827,354.875,385.91656,1.8707372,0.10364975,2.6378469,1.9182677,1.4719895,0.65125555,0.28222215,0.11388677,0.053880427,0.02530404,900,517.125,395.75,328.375,264.875,168.75,94.875,60.875,0.5,3.2015622,3.6055512,0.86602539,1.2247449,0.5,-2.6011124,-2.4707146,-2.4531019,-9.1344156,-8.8146811,-8.760334,1.3835253,359,467.125,427.625,162.375,60.875,22.125,10,4.25,0.15382186,0.067377239,0.56413335,0.79426378,1.0633117,1.3412869,1.6286333,1.7542994,1.7079616,1.9569443,0.27483237,0.74303186,0.99478668,1.1018982,1.4757849,2.5130773,2.7538886,4.2543869,1.403054,589.60669,827.25,1401.375,832.375,473.875,162.375,60.875,22.125,10,4.25,1042.375,365.25,46.25,0,0,0,0,0
O=C1N(NC=C2C=CC(=[N+]([O-])[O-])C=C2)C(=O)c2ccccc2N1,83.669998,MOL00006474_1,MOL00006474,1,0,,,,,,,,499.58221,0,0,499.58221,0,0,0,0,0,1.1708981,0,0,0,0,28.250809,13.887403,-18.377567,-6.8928742,0.064530216,0,0,0,0,-121.56052,0,16.417959,25.882927,4.7737899,11.484693,0,0,1,0,0,0,0.022036958,,,,,,,,0.10174023,0.93883109,,,,,,,,,,,,,,,,,,,,,,5779.2915,576.29584,5317.9014,5664.3857,5121.8438,378.55905,278.88864,4.3877301,4.1277442,1.2061383,0.61275738,256.375,284.72375,2.5568819,0.093422644,2.8427455,2.3462706,1.7945508,0.71129763,0.35423845,0.16900603,0.079727836,0.033447403,725.125,415.25,306.75,245.5,197.125,154.375,93.25,64.625,0.5,0.70710677,0.5,8.2006102,8.2915621,0.70710677,-2.7119153,-2.6988153,-2.6561637,-7.8021922,-7.5346599,-7.5106492,1.3053013,340.5,495.75,406.625,147,62.5,27.625,11,4.5,0.20374899,0.11252546,0.65494949,0.63077468,0.75083369,1.0619887,1.4377428,1.6683601,0.63655764,0.7728886,0.44767663,1.2780397,1.3295039,1.348322,2.0335119,3.093297,3.2693164,3.0603449,1.3629811,467.26617,636.875,1267.5,803.75,437.375,147,62.5,27.625,11,4.5,927,308,30.75,0,0,0,0,0
S(=O)(=O)(N)c1ccc(NC(=O)C=2C(=O)Nc3sc4CCCCc4c3C=2O)cc1,-94.639999,MOL00006248_1,MOL00006248,1,0,,,,,,,,584.1828,0,0,584.1828,0,0,0,0,0,1.2568402,0,0,0,0,40.267918,30.959034,-31.510563,-12.855994,0.074056439,0,0,0,0,-21.223108,0,15.053099,24.60965,7.0377221,18.65457,0,0,1,0,0,0,0.0052991202,,,,,,,,0.073841348,0.9353103,,,,,,,,,,,,,,,,,,,,,,10745.476,789.84619,10004.575,10696.53,9388.8955,838.64856,517.93176,5.1678867,4.8001547,1.324926,0.34942755,320.125,343.30984,6.109199,0.046549395,2.8192029,2.3417013,1.9652969,1.0147233,0.57227767,0.24340735,0.10063484,0.020959236,781.375,442.875,320,252.75,203.5,150.75,101.25,70,0.5,0.5,0.70710677,0.5,0.5,0.70710677,-2.608077,-2.5621207,-2.5453322,-7.0714374,-6.9525995,-6.9029884,1.3501995,403,611.125,585.875,255.125,111.875,43.25,15.375,3.625,0.34960938,0.17111771,1.5525031,1.7489974,2.2522461,2.7892976,3.3579187,3.0898728,2.0722296,2.0541654,1.160044,2.347827,2.8555954,3.6379917,3.8805063,3.5941808,3.2911057,3.7201138,1.3937013,540.73633,753.625,1518.125,1031.375,643,255.125,111.875,43.25,15.375,3.625,1115.125,420.25,57.125,0,0,0,0,0
Clc1cc(NC(=O)c2c(CC)c(C)sc2NC(=O)CCCC(O)=O)ccc1,-26.77,MOL00006385_1,MOL00006385,1,0,,,,,,,,632.06281,0,0,632.06281,0,0,0,0,0,1.1345662,0,0,0,0,47.052059,28.83918,-7.4978762,-3.1706059,0.37991852,0,0,0,0,-4.4820151,0,7.1477017,13.3068,13.855865,4.3272705,0,0,1,0,0,0,0.11433573,,,,,,,,0.48027167,0.66251153,,,,,,,,,,,,,,,,,,,,,,6993.855,3135.1287,4324.7583,6527.8232,3787.1179,2472.3621,734.37506,4.247067,3.0437069,2.5462828,1.0291859,341.75,381.65652,5.3992729,0.087156512,2.6260984,1.8933015,1.2228835,0.69752747,0.39184254,0.18603685,0.069132954,0.01855218,790,437,333.875,290.5,252.875,186,83.875,34.25,0.5,1.2247449,0.86602539,0.5,8.5732145,8.6168442,-2.3988445,-2.3899312,-2.3326039,-7.1532345,-7.0997925,-6.9739017,1.3801074,386.875,507.625,397.625,187.125,84.75,34.375,11.125,3.25,0.25383753,0.11833046,1.675068,1.6995856,1.8816398,2.1092587,2.311553,2.472429,1.9398967,2.2256892,1.0825272,2.3881068,3.0820916,3.4833703,3.5776474,4.1650844,4.6461291,5.0439444,1.3981189,581.138,812.5,1353.375,786.625,435.75,187.125,84.75,34.375,11.125,3.25,966.5,279,38.125,0,0,0,0,0
O[C@@H](COc1cc(C)ccc1)Cn1c(N/N=C/2\C(=O)Nc3ccccc\23)nc2N(C)C(=O)N=C(O)c12,-30.48,MOL00006351_1,MOL00006351,1,0,,,,,,,,688.46161,0,0,688.46161,0,0,0,0,0,1.1496037,0,0,0,0,33.388924,72.011841,-76.673111,-60.963924,0.04429571,0,0,0,0,-25.023571,0,13.943298,19.427958,8.3534117,15.709184,0,0,1,0,0,0,0.025421975,,,,,,,,0.40378001,0.628133,,,,,,,,,,,,,,,,,,,,,,10154.483,4035.7803,6278.1885,9994.998,2895.0205,5283.0767,1976.3861,4.666513,3.6364357,2.8995783,0.57980311,405.625,445.60226,4.8746839,0.072697245,2.6760306,2.0323606,1.4721693,0.80376512,0.46520075,0.24559031,0.12091786,0.053278334,974,583.125,435.75,356.5,304.75,226.25,133,87.25,0.5,6.5,6.5192022,0.5,2.5495098,2.5980761,-2.6379578,-2.6352355,-2.6252227,-7.7774482,-7.642097,-7.6286368,1.374866,493.25,591.75,506.625,246.25,115.5,55.125,24.75,9.5,0.26506025,0.15462834,1.5767654,1.4425533,1.6888492,2.1708279,2.4678023,2.3403182,0.8651312,0.6973725,0.6965459,2.088377,2.6800232,2.9677103,3.2067444,3.5801363,4.1060534,5.3412704,1.4727355,637.50415,938.875,1653.625,1001.125,579.875,246.25,115.5,55.125,24.75,9.5,1160.375,409.375,73.25,0,0,0,0,0
O[C@H](COc1c(OC)cc(CNCc2n[nH]c3CCCc23)cc1)CN1CCSCC1,157.59,MOL00006225_1,MOL00006225,1,0,,,,,,,,728.24445,0,0,728.24445,0,0,0,0,0,1.0476493,0,0,0,0,152.63652,62.995968,54.268875,60.960823,0.039595615,0,0,0,0,-21.528957,0,10.807993,15.120885,17.83215,6.6919475,0,0,1,0,0,0,0.036897276,,,,,,,,0.077792272,0.98840183,,,,,,,,,,,,,,,,,,,,,,14984.146,1128.3071,14335.882,14504.103,13756.519,720.44183,507.18527,6.1179414,5.7010627,1.2866217,1.0950979,382.125,419.47882,2.0213368,0.060970247,2.6463406,1.9428344,1.22001,0.60858101,0.37333435,0.1945606,0.092625335,0.042551048,912,511.5,387.375,331.25,278.125,188,86.125,38,0.5,0.5,1,0.5,11.694016,11.597413,-2.1701753,-2.1547117,-2.1355953,-9.2487631,-9.0369339,-8.7876892,1.4567089,426,578.75,450.375,198,96.125,45,19.625,8.75,0.24814457,0.13584906,0.87215519,1.0133151,1.0670666,1.2815735,1.6706325,1.634245,2.7764766,3.0799892,0.4407126,0.95834136,1.4327707,1.4688292,1.2414838,1.0697682,1.6573094,1.6540339,1.3686939,654.91272,896.375,1533.75,883.5,471.75,198,96.125,45,19.625,8.75,1107.75,304.75,21.375,0,0,0,0,0
O=[N+]([O-])c1ccc(NC(=O)c2c([O-])c(NNc3ccc(N)cc3)c3ccccc3c2)cc1,99.389999,MOL00006595_12,MOL00006595,1,0,,,,,,,,681.06976,0,0,681.06976,0,0,0,0,0,1.1365207,0,0,0,0,76.615036,19.035177,4.7269683,24.442781,1.085399,0,0,0,0,-78.065727,0,16.38368,29.652039,15.667994,19.715813,0,0,1,0,0,0,0.010114934,,,,,,,,0.21729819,0.79752231,,,,,,,,,,,,,,,,,,,,,,11701.441,2523.9985,9263.5156,11615.368,9163.9365,1883.4186,654.08649,5.3404441,4.6520247,2.4560542,0.46786821,361,398.88516,2.8851683,0.086164676,2.7626681,2.3554919,1.7491297,0.74591434,0.33180252,0.11560003,0.02872551,0.011760552,1004.5,574.625,409.375,317.875,260.75,214.625,143.75,100.125,0.5,0.5,1,0.5,0.70710677,0.86602539,-2.5168457,-2.498713,-2.4705544,-7.3653145,-7.1553636,-7.0469265,1.4116515,447.625,632.75,521,191.875,69.375,21.5,4.875,2,0.16946565,0.067636646,0.25742349,0.25748569,0.44700462,0.8754952,1.1818912,1.1378119,0.70316094,1.5913152,0.77847159,1.2598635,1.3797698,1.8174607,2.5945942,3.3873396,3.2531855,3.6008885,1.3991927,622.85919,871.5,1689.125,1071.5,580.875,191.875,69.375,21.5,4.875,2,1241.5,438.75,59.875,0,0,0,0,0
S(=O)(=O)(N(C)C)c1ccc(Nc2nc([C@H]3Nc4nc[nH]c4CC3)c(C)cn2)cc1,-123.4,MOL00006465_1,MOL00006465,1,0,,,,,,,,630.88678,0,0,630.88678,0,0,0,0,0,1.1204076,0,0,0,0,-3.1238708,53.926231,-89.195412,-75.908249,0.17577326,0,0,0,0,-22.070059,0,9.0098715,12.190296,9.6725044,13.287159,0,0,1,0,0,0,0.027997606,,,,,,,,0.065177634,0.98407501,,,,,,,,,,,,,,,,,,,,,,11655.117,741.39508,11193.846,11374.993,10911.558,461.54932,282.01016,5.4644542,5.1520433,1.1221733,0.8620649,348.375,378.89276,2.9551926,0.083748758,2.7487481,2.2099688,1.5811996,0.70608562,0.34907448,0.1626918,0.088254035,0.038421586,903.25,512.625,380.5,310.75,252.75,181.75,104.125,63,0.5,8.1547537,8.2006102,1.118034,0.5,1.2247449,-2.6202636,-2.543046,-2.5221477,-8.2380962,-8.0939732,-8.0887508,1.3692689,381.5,528.125,473.875,182.125,79.375,35.5,16.625,6.125,0.20860709,0.11423974,0.34411415,0.11952711,0.19539648,0.37881023,0.50588554,0.98427224,1.0811318,1.6099243,0.70979667,0.86043423,0.71751863,1.8059077,2.9723001,3.7503865,3.5416348,3.3544962,1.4080286,575.6275,810.5,1505.875,933.75,520.75,182.125,79.375,35.5,16.625,6.125,1124.375,405.625,46.875,0,0,0,0,0
